relative_time,AccX,state
0,-4.351151733,0
62,-23.61683853,0
129,13.231584777832031,0
197,19.271973724365235,0
262,-11.88618256,0
329,-21.819077,0
397,20.74760513305664,0
462,11.810440063476562,0
529,-20.84714813,0
597,-3.901786194,0
662,19.373013610839845,0
729,1.4832655334472657,0
797,-17.64321075,0
862,7.361840972900391,0
929,5.444478149414063,0
997,-9.254804535,0
1062,4.9671208190917975,0
1129,6.932833099365235,0
1198,-17.69814651,0
1262,-6.411766663,0
1329,16.247662811279298,0
1397,-7.155420227,0
1462,-22.95222061,0
1529,27.63987258911133,0
1597,16.597335662841797,0
1662,-28.5062709,0
1729,-7.742349701,0
1797,28.204348754882815,0
1862,4.892875213623047,0
1929,-33.85824142,0
1997,15.634388122558594,0
2062,18.647771759033205,0
2128,-7.11410614,0
2197,-21.16463791,0
2262,32.48275177001953,0
2329,16.473692779541018,0
2397,-21.01420074,0
2462,-18.07161987,0
2528,27.791507263183597,0
2597,6.859635314941406,0
2662,-28.41555954,0
2728,-3.403622131,0
2797,19.16644317626953,0
2862,2.864143981933594,0
2929,-32.4318576,0
2996,10.133177947998048,0
3062,17.46208740234375,0
3129,-6.035898285,0
3197,-20.0367334,0
3262,19.769539031982422,0
3329,10.666369171142579,0
3397,-25.42732361,0
3462,-10.7681575,0
3529,24.213946838378906,0
3596,6.194418640136719,0
3662,-30.46285217,0
3729,22.29673370361328,0
3797,15.959212646484376,0
3862,-16.19167923,0
3929,-19.36537949,0
3997,30.962812500000002,0
4062,7.079677734,0
4129,-29.82472916,0
4197,4.434678039550781,0
4262,16.13958755493164,0
4329,-15.76147385,0
4397,-7.212002563,0
4462,21.996907196044923,0
4529,-3.004552002,0
4597,-22.07833786,0
4662,26.17950942993164,0
4729,12.515623626708985,0
4797,-30.01333694,0
4862,-3.974385223,0
4929,24.62948272705078,0
4996,-9.422904968,0
5062,-20.21486298,0
5129,21.981788635253906,0
5197,-1.716181183,0
5262,-27.30651581,0
5329,27.96739151000977,0
5397,1.8510507202148438,0
5462,-18.59193787,0
5529,25.913362884521487,0
5597,3.069067840576172,0
5662,-32.60594559,0
5729,21.280796356201172,0
5797,16.100967864990235,0
5862,-12.00114349,0
5929,-11.02322708,0
5997,27.690467376708988,0
6062,-4.184398499,0
6129,-15.78392715,0
6197,17.11570770263672,0
6262,-7.552544403,0
6329,-10.44527893,0
6397,5.931565246582031,0
6462,-0.000149689,0
6529,-3.437601471,0
6597,-8.156239014,0
6662,13.290113067626955,0
6729,-0.492475891,0
6797,-19.02049667,0
6862,26.47589309692383,0
6929,3.3786241149902345,0
6997,-22.92961761,0
7062,18.805693359375002,0
7129,10.021510162353517,0
7197,-27.53598862,0
7262,7.9995149230957034,0
7329,15.101346588134767,0
7397,-19.98060013,0
7462,-8.387059021,0
7529,17.719851379394534,0
7597,-5.511688385,0
7662,-19.81025436,0
7729,18.386265563964844,0
7797,10.393935699462892,0
7862,-25.37598038,0
7929,4.741390228271484,0
7997,20.769160308837893,0
8065,-8.589138794,0
8128,-19.2152417,0
8196,21.243074798583987,0
8264,4.579427032470703,0
8328,-25.54752365,0
8396,12.897778930664064,0
8464,11.076815643310548,0
8528,-19.80920654,0
8596,-1.929337921,0
8663,21.251607055664063,0
8729,-2.116149445,0
8796,-17.80427582,0
8864,21.611458740234376,0
8929,8.870104522705079,0
8997,-26.42529831,0
9063,5.224585418701172,0
9129,15.4143457,0
9196,-18.33911362,0
9262,-12.19768478,0
9329,23.570435028076172,0
9396,-1.633103943,0
9463,-23.47164047,0
9528,18.517692260742187,0
9596,11.34760254,0
9662,-25.76412323,0
9728,6.049969024658203,0
9796,18.4799707,0
9862,-9.562115479,0
9929,-10.72459808,0
9996,22.16440887451172,0
10062,2.192191314697266,0
10128,-21.79258209,0
10196,14.203064575195313,0
10262,5.356910247802735,0
10329,-27.72429703,0
10396,18.576519927978516,0
10462,12.321177978515626,0
10529,-21.40683426,0
10596,-6.073619843,0
10662,25.983267517089846,0
10729,-1.973346405,0
10796,-19.64140549,0
10862,20.00604721069336,0
10929,5.007985839843751,0
10995,-16.70316559,0
11062,8.593479766845704,0
11129,7.362739105,0
11196,-25.15264481,0
11262,12.75392807006836,0
11329,14.150972900390625,0
11396,-29.26504303,0
11462,6.443800048828125,0
11529,17.08651840209961,0
11596,-16.74208466,0
11662,-13.96895142,0
11728,23.878045349121095,0
11795,8.288713531,0
11861,-27.40635818,0
11928,11.685300292968751,0
11995,16.585659942626954,0
12061,-15.76192291,0
12128,-4.748724976,0
12195,21.00042938232422,0
12261,-2.508782959,0
12328,-24.52709564,0
12395,16.995208282470703,0
12462,8.128995666503906,0
12529,-19.14069672,0
12595,11.91237808227539,0
12661,7.055877227783204,0
12728,-29.23690155,0
12795,12.146790618896485,0
12861,14.440770263671876,0
12928,-13.83033966,0
12995,-4.370012512,0
13061,15.298187255859375,0
13128,-5.965394897,0
13195,-3.343896332,0
13262,19.062559204101564,0
13328,-9.070986786,0
13395,-14.61096634,0
13461,27.249783782958986,0
13528,7.967182159423828,0
13595,-30.87883713,0
13662,4.753814392089844,0
13728,16.34017044067383,0
13796,-11.12082413,0
13861,-15.79380661,0
13928,24.20272018432617,0
13995,9.359287262,0
14062,-24.6125679,0
14128,7.759114837646485,0
14195,18.61918121337891,0
14261,-7.4464151,0
14328,-19.63167572,0
14395,23.141277465820313,0
14462,9.378896484,0
14528,-25.87549164,0
14595,4.546046447753906,0
14661,17.00703369140625,0
14728,-5.456602936,0
14797,-15.74934906,0
14862,26.440865936279298,0
14929,10.090965728759766,0
14996,-33.70840302,0
15062,16.304394836425782,0
15129,16.842825164794924,0
15197,-22.50584885,0
15262,-8.108638,0
15329,24.79937942504883,0
15396,-9.144034882,0
15462,-16.35094803,0
15528,7.366331634521485,0
15597,6.0324554443359375,0
15662,-2.819686432,0
15729,-2.324366455,0
15796,0.7908055114746094,0
15862,-0.930465088,0
